,Top1_rec,Top2_rec,Top3_rec,Top4_rec,Top5_rec,Top6_rec,Top7_rec,Top8_rec,Top9_rec,Top10_rec
84968F,84968A,84968C,84968D,84969,46776D,84968E,44242B,20910,84531B,20619
84969,84968F,84968A,84968C,84968D,21000,21336,16169P,20910,20980,90208
84970L,84970S,23145,23144,84978,20893,22156,22403,23038,23272,23037
84970S,84970L,23144,23145,23274,22156,23272,23273,84978,84755,85049H
84971S,23139,23138,22227,23151,85061W,23141,84849B,85118,21332,23140
84974,23106,84352,90209C,22403,21476,84927E,16020C,84805A,84929,21473
84975,46115B,84843,23151,85008,22494,22095,79026B,22098,21864,90200D
84976,21402,22100,90177D,21403,84805B,85049H,35933,21370,85213,21426
84978,84527,21318,84970L,84609,20696,79051A,84970S,23408,22789,23037
84984A,84984B,20663,20780,84984D,21370,72132,84569C,90083,84226,85017C
84984B,84984A,20663,20780,21370,84984D,72132,84569C,90083,90101,84226
84984D,79157B,84984A,84984B,79157V,20780,21366,90099,23040,22641,22505
84985A,84313B,16207B,21445,21723,21826,21446,84993A,47518F,21973,21828
84987,21974,84991,47567B,47580,23306,22949,21210,21973,84988,21972
84988,21210,21974,23306,22416,84987,21973,21211,84992,22949,21972
84989A,22407,21445,20655,85055,21827,84499,37461,22323,21357,20964
84990,21932,23598,21933,21461,23580,23582,23681,20731,23369,85084
84991,21975,21977,84992,23307,84987,22951,22417,21212,22851,21976
84992,84991,21975,21977,22417,22951,21212,22196,84378,21976,23307
84993A,16207B,72132,84569C,90205C,84226,16206B,21827,79161A,90101,DOT
84993B,90100,90130A,90011A,21355,84992,84598,84306,90096,21720,21724
84997A,84997B,84997C,84997D,23256,23254,23255,35958,85136C,21147,84707B
84997B,84997C,84997D,84997A,23256,23254,23255,21123,35958,20856,21828
84997C,84997D,84997B,84997A,23256,23254,23255,35958,22613,84673B,90094
84997D,84997C,84997B,84997A,23256,23255,23254,22613,35958,84673B,23559
85006,35004P,84905,90036C,PADS,22245,46776A,90014C,84823,23219,22244
85008,20663,20964,84743C,84227,90059C,90141E,90141D,90076,20678,90103
85014A,85014B,20679,15056P,15060B,15056BL,15056N,17107D,22391,22308,21159
85014B,85014A,20679,15056P,15060B,15056BL,15056N,17107D,20665,22308,22391
85015,85017B,85032A,85032C,21991,85032B,21990,85016,22400,21992,84926E
85016,85015,84818,72819,84678,17012B,85019A,21212,85027L,17012A,72816
85017A,79192A,20906,20798,84925D,21294,84613A,47503A,84821,22396,23377
85017B,85032C,85032B,84926D,85015,85032A,22400,22402,85017C,22232,85032D
85017C,16010,90083,84569C,DOT,90059C,90149,90103,20663,90141D,90141E
85018D,84569C,90059C,79161A,90101,90205C,21827,90103,90149,90180B,90141A
85019A,85019B,85019C,85032A,35651,85032B,22398,35648,22400,85017B,85032D
85019B,85019C,85019A,16048,20996,82616C,35923,20616,82616B,22400,85032B
85019C,85019B,85019A,22124,21882,84313C,85118,16236,79051A,22108,22512
85020,22165,22167,22166,72349B,82095,35914,72351B,72351A,84857C,51014L
85023B,79161A,84685,20980,85131B,84569C,44242B,90103,47369B,84206A,90141D
85023C,22354,22350,22352,22356,22344,22349,22348,22346,22345,POST
85024B,84402B,21827,90205C,90177D,90101,90103,79161A,90141E,90141D,20678
85024C,85023B,22327,20826,85127,22167,21307,21317,90013C,21820,72800D
85025B,84846A,84741C,21828,22195,85024B,90013A,22196,47471,90210C,84050
85025C,72819,85024B,21773,22186,21307,85170D,21391,85026B,22161,35638B
85026B,35819B,85023B,23093,85025C,21208,78034B,21262,22979,90175D,72818
85027L,37479P,62096A,84531A,21399,21401,16206B,72800D,47369B,21400,21147
85028L,85030,85028S,85027L,21067,35400,17091A,85214,21839,79191B,10120
85028S,85028L,85030,85027L,10120,21839,85092,21067,85040B,20761,84510A
85030,85028L,85028S,85027L,17091A,79191B,21067,37351,47503H,35400,85214
85031A,20837,40003,84457,85111,62086A,84358,22123,37413,85032C,21038
85031B,22164,90161C,90161B,18097A,90195B,90065B,90000A,90199D,20978,90200B
85031C,85031C,20910,22278,35591T,22277,23368,23367,23389,15058A,22474
85032A,85032C,85032B,85032D,85017B,85015,23187,85019A,21992,22398,35648
85032B,85032A,85032C,85017B,22402,21991,22400,21992,21990,21993,85015
85032C,85032A,85032B,85017B,85032D,85015,35964,21991,22944,21990,85111
85032D,85032A,85032C,23187,85017B,85032B,21992,21400,90030A,72818,21991
85034A,85035B,85036C,85035A,85035C,85034B,85034C,85036A,21287,85036B,84614A
85034B,85034C,85034A,85035C,85036B,85036C,85035B,21287,72807C,84510E,72807B
85034C,85034B,85035C,85036C,85034A,85036B,21287,85035B,84510E,72807C,85036A
85035A,85036A,85035C,85034A,85036C,72803A,72802B,85035B,85036B,72807C,72807B
85035B,85035C,85036B,85034A,85036C,85036A,85035A,85034B,84614A,21287,72127
85035C,85036C,85035B,85034C,85035A,85036A,85036B,85034A,85034B,72802B,72803A
85036A,85035A,85036C,85035C,85036B,85034A,85035B,72803A,72807B,20770,72802B
85036B,85036C,85035B,85035C,85036A,85034C,85034A,85034B,84614A,72127,21287
85036C,85035C,85036B,85036A,85034C,85034A,85035B,85035A,72802C,72802B,84510E
85038,72349B,20886,17191A,85036B,72741,72586,85036C,72122,22038,72369A
85039A,72369A,85040A,85039B,85131D,71496A,17007B,16206B,35598A,20910,90076
85039B,85040A,85039A,72369A,85170D,85131D,22204,21784,85095,85170C,22104
85039C,84206A,85131B,85131D,90083,DOT,72128,16206B,47369B,71496A,20663
85040A,85039A,85039B,72369A,85040B,22104,85170D,72780,72351A,72349B,20771
85040B,85040A,90200C,22267,20758,84199,21333,35920,22292,21826,22248
85042,22354,22350,22352,22356,22344,22349,22348,22346,22345,POST
85045,85232B,47421,84915,84743C,20964,84227,35818B,20616,20861,16206B
85047,90123D,84799,20878,84800S,90195A,84800M,22833,90196A,84809A,90123A
85048,23085,22769,35833P,37489D,37489A,22377,20653,23082,21774,22310
85049A,85049E,22075,85049G,85049H,85049F,85049C,22734,85049D,22818,22076
85049B,72798C,85049F,72821,85036B,85216,17003,90081C,85231G,22999,85231B
85049C,85049D,85049G,85049H,85049E,85049F,22074,22075,22077,22076,85049A
85049D,85049C,85049G,85049H,85049F,85049E,22074,22075,22076,22077,85202
85049E,85049C,85049G,85049D,85049H,85049A,22075,85049F,22077,22074,22076
85049F,85049D,85049C,85049G,85049H,85049E,85049A,22078,22075,22080,22079
85049G,85049C,85049D,85049H,85049E,85049F,22074,22075,85049A,22077,22076
85049H,85049C,85049G,85049D,85049E,85049F,22074,22075,22076,22393,22395
85053,72598,84509A,23037,22770,20910,82578,85144,23273,22702,82551
85054,85059,35810B,85144,37333,84206A,22263,90205A,22426,72812,22407
85055,90101,47341A,90141E,90141D,20678,90076,90103,90141A,90141C,84226
85059,85054,22426,22263,84882,22429,21530,22482,90166,85008,84461
85061W,22227,22156,21774,85131A,22219,21811,85129C,21822,84971S,21809
85062,22156,85129C,21713,85064,21385,85114B,84949,23334,72349B,22297
85063,22354,22350,22352,22356,22344,22349,22348,22346,22345,POST
85064,90141A,90141C,90101,84226,16206B,90146,90205C,90141E,90141D,90076
85065,22354,22350,22352,22356,22344,22349,22348,22346,22345,POST
85066,85034B,22282,22797,22981,17012E,22639,22638,48194,23492,22508
85067,22761,22762,22763,90214P,21847,21275,90214K,90214V,90214N,90214R
85068,22354,22350,22352,22356,22344,22349,22348,22346,22345,POST
85071A,85071B,85071C,85071D,85183A,85183B,84519B,21158,21159,84519A,46118
85071B,85071C,85071A,85071D,84519B,21158,85183A,21159,84519A,85183B,21163
85071C,85071B,85071D,85071A,84519B,35923,85132B,85183A,21158,84519A,46118
85071D,85071C,85071B,85071A,85183A,21159,21158,85183B,21163,35923,85132B
85078,84915,46138B,85212,21460,84226,47348A,20655,22108,35815P,35818B
85084,37464,84873A,84906,21839,90038B,90038C,10120,20751,35400,20754
85086A,22415,23407,21713,84452,23026,21841,22283,21286,22760,21147
85087,46776D,46000R,20910,46776F,16206B,84673B,84919,90141A,90141C,90101
85088,84859B,72132,90177D,20663,20795,84569C,90059C,90149,79161A,84984B
85089,20785,21377,21763,21416,84813,22842,47503J,22843,72803A,23250
85092,22223,84306,22700,84596F,85035A,85028S,84993B,20818,85036A,22349
85093,85094,35922,79030G,84531A,35967,20980,16052,90141D,90076,90141E
85094,85093,21402,22308,35967,21401,22254,20794,84915,90087,84206A
85095,71496A,84743C,84227,20964,90141A,90141C,20910,90141E,90141D,90076
85096,21763,22454,22257,23692,22808,22256,84872A,20698,84709B,84459B
85098B,22354,22350,22352,22356,22344,22349,22348,22346,22345,POST
85099B,22386,22385,23199,85099F,85099C,23203,22411,21931,21928,20685
85099C,21928,22386,85099F,22411,21931,21930,21929,20713,22385,85099B
85099F,22386,21928,85099C,22385,22663,21929,20712,23199,85099B,23200
85103,21849,85125,90059B,90119,90059C,90059E,90177D,90166,17007B,21370
85104,90147,90211A,90154,20795,90155,90177D,21111,22406,35649,90211B
85106,23024,16162L,21644,21689,84086B,22581,16162M,85107,21688,37330
85107,21167,22101,20820,21820,72130,22792,84673A,21849,16169K,21377
85109,85109,84201C,21757,17129F,85186C,84218,35972,85188A,21456,84452
85111,22232,23187,22066,22161,35964,35967,85159B,85032C,20838,21991
85114A,84951B,85114B,85114C,35818B,21801,21131,46138B,20910,20735,84743C
85114B,85114C,85114A,20696,35958,71406C,90205A,84743C,20964,84227,46138B
85114C,85114B,85114A,35958,79051A,22884,71406C,22981,21189,21827,22882
85116,84952B,21356,21131,72709,85167B,21367,84685,84952A,20780,90166
85118,22407,51020B,22124,90177D,84743C,84227,20964,20861,22108,21827
85123A,21733,22804,84875B,22094,47481,85131C,85183B,20728,21284,22470
85124B,85124C,84847,90167,84842,20830,21841,21775,23282,22359,22398
85124C,85124B,84847,84842,90167,20830,37468,22362,22359,22407,84709B
85125,85103,21849,85127,90177D,90032,90180B,90145,90152A,21846,23027
85126,22354,22350,22352,22356,22344,22349,22348,22346,22345,POST
85127,35958,85125,21827,85163B,20696,20861,84507C,20910,20616,85129B
85129B,85129D,84712B,35958,DOT,17090D,20659,85131B,21827,21143,20670
85129C,85131D,21827,20663,20964,84743C,84227,85055,84712B,90101,16169P
85129D,35815P,85129B,84712B,35965,72780,90166,21827,85129C,90141E,90141D
85130A,85129C,47589,85130C,85130D,22639,85129D,21910,84352,21248,85131D
85130B,85130C,85130D,21991,84926F,85129D,22161,84688,84341B,22400,85131D
85130C,85130D,85130B,47343A,85129D,79063C,85129C,85131D,85129B,72709,79063D
85130D,85130C,85130B,47343A,85129D,35648,84452,84882,72709,35819B,21293
85131A,85061W,21774,23153,47589,85161,23136,21209,23134,21194,22156
85131B,DOT,90083,90103,84569C,90101,90141E,90141D,90076,20678,90141C
85131C,85131B,90083,71496A,84402B,84206A,90101,90141D,90141E,20678,90076
85131D,85131B,90076,90141D,90141E,20678,90103,90101,84569C,20663,DOT
85132A,85132B,85132C,85071A,85071C,85071D,85071B,84576,35965,85183B,85183A
85132B,85132A,85132C,85071B,85183A,85071C,85071A,85071D,85183B,84519B,85144
85132C,85132B,85132A,85183B,85183A,85071B,85071A,85071C,46118,84519B,85071D
85135A,90185A,90185C,90201B,85136A,85135B,90185D,85136C,90175C,85107,85135C
85135B,85135C,90154,20821,16010,90059B,90059C,85136A,90059E,22769,16169P
85135C,85136A,85135B,90154,90208,16169P,90032,46000U,20761,21486,21784
85136A,85135C,90208,90211A,85136C,21486,90154,79160,85135B,90083,16169K
85136B,21841,72133,84849A,21429,21807,22681,72132,23390,22071,22676
85136C,90208,21678,21827,21486,20780,84509E,16045,84569C,79161A,90083
85141,85144,21318,21688,20803,85027L,21043,79051A,22886,79030D,79030G
85144,85141,79030G,21318,22702,84666,22700,35810B,85132B,85145,79051A
85145,84402B,84882,84666,71101E,16052,79144C,81953P,85144,16202B,72598
85146,90035A,90060B,90042A,79329,90016B,90136,90142D,90179A,90060D,90023
85150,85152,82600,82583,82599,22412,21166,21181,82567,82582,21175
85152,21166,82600,85150,21907,21175,21908,22413,82582,21903,21165
85159A,85159B,35598B,35241,84666,37342,35598D,84596F,35599B,84596B,85111
85159B,85159A,35810A,35809A,35241,84596G,71403,85111,84596L,20803,22092
85160B,20617,16169P,21827,90141A,90141C,90101,90141E,90076,90141D,20678
85161,71406C,23137,84402B,20997,20964,84743C,84227,20910,85055,79144B
85163A,85163B,20964,84227,84743C,72709,85095,16206B,71496A,20861,20659
85163B,85163A,85168B,20655,84743C,20964,84227,71496A,71406C,46138B,51020B
85167B,46138B,20655,20780,22882,84743C,20964,84227,22884,16206B,21827
85168B,84743C,20964,84227,20663,DOT,90083,90103,84569C,90141E,90141D
85169A,85170D,85169B,85169C,85170C,85169D,85170B,84625C,21293,21189,84625A
85169B,85170B,85169A,84625C,84625A,90043,90116,90049,21846,21851,90199C
85169C,85169D,85169A,85170D,BANK CHARGES,85170C,84499,22323,37461,90210A,21416
85169D,85169C,85170D,85169A,BANK CHARGES,23419,85170C,22152,21774,90214P,90214R
85170A,21895,84658,22803,21370,22375,21205,84313B,22825,84985A,84763
85170B,51020B,85169B,51020A,21827,22124,90149,20619,71510,20659,84402B
85170C,85170D,85169A,72369A,21827,20663,85131B,20861,90103,84569C,90101
85170D,85170C,85169A,85169D,72369A,20663,85131B,21827,20670,85131D,85169C
85172,85175,22811,85173,22807,20934,85170C,21370,20886,85174,22541
85173,22811,22807,85172,21196,85175,85039C,85170D,17191A,20663,84685
85174,85175,85173,20886,85172,22807,17191A,22811,20936,85039C,21763
85175,85172,22811,22807,85173,85174,20886,20934,17191A,85038,72351A
85176,85178,22651,85177,20764,84849A,20768,22201,21786,22803,22204
85177,85176,22651,85178,85017B,20831,84849A,85017C,47341A,84859B,DOT
85178,85176,22651,85177,84859B,84247G,20768,85017B,22546,85017C,20910
85179A,85179C,47369B,90141A,90141C,90141D,90141E,90076,20678,90101,20670
85179C,85179A,84629,84595E,16169P,84206A,90059C,44242B,22769,90059B,35653
85180A,85180B,21985,85118,72586,21945,18098C,22216,90205A,85230G,90166
85180B,85180A,90210D,90125A,85230A,21031,21025,72811,72586,21445,84821
85183A,85183B,85071A,85071B,85071D,85132B,85071C,84519B,84519A,85132C,47593B
85183B,85183A,85071A,85071B,85071D,84519B,85132B,85132C,85071C,47310M,47593B
85184C,85071D,22647,22891,84596G,84596L,21845,84596F,35965,85118,84509G
85185B,22566,22587,22148,22570,22569,22565,22586,84569A,20969,22568
85185D,23185,84985A,85049F,21720,22939,85049H,22566,22565,20731,22587
85186A,85187,22228,85186C,22249,22247,85194S,85188A,21456,85194L,22229
85186C,85187,85188A,85186A,22266,22250,22249,84452,22281,22288,35912B
85187,85186A,22228,22229,85194L,85194S,85186C,22250,22247,21454,22249
85188A,85186C,85187,85186A,85194L,21458,22286,85188B,21455,21454,22249
85188B,85188A,47574B,21455,21717,85186C,85205B,85194L,84459B,85187,85202
85189,84247K,47016,47369A,84247N,21051,21736,84748,22069,21640,21454
85194L,85194S,21455,21383,85187,84459B,22250,22249,21458,21454,22247
85194S,85194L,85187,85186A,22228,22249,21455,22289,35915B,35915C,22229
85195,35913B,21032,21031,20653,21027,20654,21026,85095,21357,84598
85197,85202,44242A,85203,81953B,37444B,21458,85187,22266,21455,21382
85198,22229,16202B,79144C,90125D,90125C,20827,84387A,22249,75178,22267
85199L,85199S,22576,22601,22603,37468,21801,22245,84913A,22337,22600
85199S,22576,85203,85199L,23268,22601,22571,85202,22574,22573,21171
85200,21455,85187,21454,85205B,21456,85194L,22228,22286,84218,22249
85202,85203,22266,21458,85187,84452,22250,47422,84462,16052,22249
85203,85202,22266,22250,22229,22249,22233,22287,22247,84452,22267
85204,84509E,35967,16052,84402B,35968,85203,22268,22229,81952V,84206A
85205B,85200,22286,85194L,85188A,21383,84459B,22267,21455,84462,35912B
85206A,22021,22241,21717,35912B,22860,85205B,22858,85194L,84218,35922
85206B,84313B,84031B,84032B,84032A,10002,21428,22514,21916,22834,85145
85208,84531B,46138B,84531A,20910,84743C,20964,84227,35818B,21372,90205C
85211,81952V,21088,21096,22266,20616,35912B,85204,84929,21650,21635
85212,21096,21088,85078,21382,85213,21458,85204,21368,21367,21401
85213,47481,84402B,21374,16052,20661,85131B,21367,DOT,84673B,16206B
85214,21448,79071B,85202,22613,23697,84536A,20856,23131,84536B,47481
85215,21700,21910,21911,22317,21832,84685,23154,21518,20935,21129
85216,72798C,72821,21538,84927D,21038,22361,23002,79026B,21942,22362
85224,22265,23371,23490,21324,85031A,21328,21473,22148,21038,35400
85225,90214Y,17003,22114,23358,23310,22275,22111,47586A,90050,23357
85227,21219,22745,16238,22747,22748,16011,21224,16236,22746,22565
85230A,85230G,84402B,85230E,85230F,72709,85230B,75011,16052,47471,16202B
85230B,85230G,85230A,85230F,20868,72709,21619,35637C,17136A,35818P,84509E
85230E,85230G,85230A,44234,85230B,81950B,16151A,90125A,72134,35638B,79063D
85230F,85230A,81953P,20654,20827,84387A,75178,90125D,90125C,84402B,79144C
85230G,85230E,85230B,85230A,72709,75011,84402B,81950B,90125A,79063D,44234
85231B,85231G,23074,84821,84820,85036B,90059E,72817,20655,35095A,35647
85231G,85231B,20655,21635,23074,90059E,90072,20986,72709,90059B,90082D
85232A,22364,21447,84912A,22363,20902,90003D,21171,84847,85232D,21041
85232B,79323B,84743C,20964,84227,90205C,90103,90141E,90141D,90076,20678
85232D,22912,47594B,22252,85017C,85008,21774,85032B,85168B,20663,22631
90000A,90000D,90073,90065A,90000B,90079,90177C,90064B,90026A,90190B,90190A
90000B,90177C,90187B,90001A,90190B,90026A,90190A,90079,90029,90036B,90064B
90000D,90000A,90000B,90073,90177C,90079,90187B,90001A,90190A,90190B,90026A
90001A,90187B,90190A,90190B,90001A,90079,90177C,90036B,90000B,90029,90177B
90001B,90001D,90024B,90190B,90190A,90187B,90001A,90026A,90177B,90079,90177C
90001C,90025F,90098,90178A,21226,90036E,21721,90125E,90010E,85136C,20781
90001D,90001B,90079,90190A,90190B,90026A,90001A,90187B,90177C,90177B,90024B
90002D,90033,90078,90152C,90023,90162D,90162C,90190C,90186A,90014A,90206A
90003B,90084,20785,90190C,22289,22300,22301,90026C,22908,22303,90060D
90003C,90003E,90205A,84968A,22481,20819,84968B,21684,21654,85114B,85127
90003D,90204,90170,21836,21723,16010,90173,20854,47348A,20861,21827
90003E,90003C,90205A,20819,16014,21633,22481,84968A,21684,21654,22182
90010A,90130B,90175C,37379A,44091A,90010E,90175A,90175D,90194,90024D,90073
90010B,90184A,90024D,90184B,90175A,90010A,90010E,90184C,90123A,90175C,90021
90010E,90175A,90194,90175C,90010A,90024D,90191,90011B,90147,90064B,90038A
90011A,90130A,90011A,84993B,90096,21722,21678,21724,84559A,21721,85136C
90011B,90038A,90019C,90212C,90183A,90194,90010E,90018C,90161B,90120C,90161C
90012A,90012B,90000D,90000A,21884,21881,21221,85032D,84826,21883,35964
90012B,90012A,90000D,20984,21884,22608,84898F,21992,22209,21221,62074B
90013A,90013C,85023B,22420,85025B,21949,23143,20717,23289,22390,23291
90013C,90192,90145,23425,23143,37379A,90082A,90013A,90082B,84870B,90144
90014A,90023,90162C,90070,90033,90152C,90078,90190C,90199D,90162D,90151
90014B,90016B,90036A,90024C,90024F,90064A,90023,90190C,90078,90033,90152C
90014C,35004P,90036D,90206C,90026B,90036C,20778,90026D,90200B,20759,90200E
90016A,90032,90154,90146,90141B,90180B,DOT,90083,90149,90152A,85131B
90016B,90014B,90023,90190C,90033,90152C,90078,90186A,90162C,90036A,90014A
90018A,90180B,90032,90152A,90023,90145,90033,90078,90152C,90016A,90192
90018B,84226,90205C,90101,90103,90076,90141D,90141E,20678,84569C,90083
90018C,90145,90149,90072,79161A,84673B,90141C,90141A,84206A,90177D,90141E
90019A,90175D,90130B,90175C,90163A,90010A,90040B,90070,90157,90051,90027A
90019B,90036A,90036B,90123B,90200A,90160B,90123A,90160A,90016B,84842,90200D
90019C,90038A,90011B,90183A,90212C,90194,90161B,90161C,90010E,90018C,90120C
90021,90185B,90185C,72024U,90185A,90185D,90199C,90024D,84711A,90175A,22529
90022,90129A,90174,90200C,90073,90160B,90200A,90129C,90104,90161D,90129B
90023,90078,90152C,90033,90162C,90162D,90190C,90186A,90206A,90002D,90014A
90024B,84613A,90001B,90001D,90018C,90036E,90164A,90145,22214,90120B,20997
90024C,90024F,90064A,90065A,90026B,90000B,90148,90014B,90063A,90147,90026D
